referrer,views_total,views_unique
Google,292,119
github.com,37,15
statics.teams.cdn.office.net,33,14
maturitymodel.security.aws.dev,33,11
aws.amazon.com,25,9
qiita.com,25,1
Bing,21,4
medium.com,12,3
broadcast.amazon.com,11,2
docs.aws.amazon.com,10,3
