time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-20 00:00:00+00:00,8,8,92,18
2025-09-21 00:00:00+00:00,9,9,107,24
2025-09-22 00:00:00+00:00,8,8,169,59
2025-09-23 00:00:00+00:00,6,5,239,60
2025-09-24 00:00:00+00:00,5,5,126,63
2025-09-25 00:00:00+00:00,12,12,174,50
2025-09-26 00:00:00+00:00,6,6,96,41
2025-09-27 00:00:00+00:00,7,7,117,19
2025-09-28 00:00:00+00:00,4,4,266,19
2025-09-29 00:00:00+00:00,8,7,211,77
2025-09-30 00:00:00+00:00,10,10,786,92
2025-10-01 00:00:00+00:00,10,10,241,103
2025-10-02 00:00:00+00:00,6,5,247,80
2025-10-03 00:00:00+00:00,4,4,202,40
