time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-19 00:00:00+00:00,1,1,273,89
2024-11-20 00:00:00+00:00,6,3,281,88
2024-11-21 00:00:00+00:00,3,3,301,102
2024-11-22 00:00:00+00:00,1,1,275,57
2024-11-23 00:00:00+00:00,5,3,435,17
2024-11-24 00:00:00+00:00,2,2,753,24
2024-11-25 00:00:00+00:00,2,2,307,76
2024-11-26 00:00:00+00:00,5,4,271,76
2024-11-27 00:00:00+00:00,3,2,237,81
2024-11-28 00:00:00+00:00,3,3,244,58
2024-11-29 00:00:00+00:00,1,1,271,48
2024-11-30 00:00:00+00:00,4,3,1378,25
2024-12-01 00:00:00+00:00,6,4,481,29
2024-12-02 00:00:00+00:00,2,2,359,88
