time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-19 00:00:00+00:00,5,5,153,68
2025-11-20 00:00:00+00:00,6,6,134,47
2025-11-21 00:00:00+00:00,5,5,76,50
2025-11-22 00:00:00+00:00,5,5,83,22
2025-11-23 00:00:00+00:00,7,7,62,24
2025-11-24 00:00:00+00:00,6,6,118,45
2025-11-25 00:00:00+00:00,5,5,115,51
2025-11-26 00:00:00+00:00,5,5,120,63
2025-11-27 00:00:00+00:00,5,5,148,46
2025-11-28 00:00:00+00:00,4,4,140,40
2025-11-29 00:00:00+00:00,8,7,75,20
2025-11-30 00:00:00+00:00,6,6,50,28
2025-12-01 00:00:00+00:00,40,14,213,65
2025-12-02 00:00:00+00:00,38,9,82,49
