time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-10 00:00:00+00:00,4,4,335,94
2025-03-11 00:00:00+00:00,7,4,325,101
2025-03-12 00:00:00+00:00,4,4,349,93
2025-03-13 00:00:00+00:00,12,9,255,80
2025-03-14 00:00:00+00:00,7,5,197,69
2025-03-15 00:00:00+00:00,2,2,826,19
2025-03-16 00:00:00+00:00,6,4,697,22
2025-03-17 00:00:00+00:00,11,7,352,73
2025-03-18 00:00:00+00:00,3,3,316,78
2025-03-19 00:00:00+00:00,4,4,611,101
2025-03-20 00:00:00+00:00,11,8,401,85
2025-03-21 00:00:00+00:00,6,6,320,75
2025-03-22 00:00:00+00:00,6,5,52,19
2025-03-23 00:00:00+00:00,2,2,594,34
