referrer,views_total,views_unique
Google,98,54
linkedin.com,66,24
github.com,45,23
maturitymodel.security.aws.dev,24,10
statics.teams.cdn.office.net,16,12
Bing,13,7
beta.maturitymodel.security.aws.dev,10,2
com.linkedin.android,9,4
chatgpt.com,7,5
aws.amazon.com,7,4
