referrer,views_total,views_unique
Google,295,122
maturitymodel.security.aws.dev,60,14
github.com,54,17
aws.amazon.com,48,18
t.co,39,17
statics.teams.cdn.office.net,28,10
DuckDuckGo,11,5
Bing,10,8
conf.s.cec.eu.int,10,1
github.pfidev.jp,4,1
