referrer,views_total,views_unique
Google,230,103
github.com,63,17
aws.amazon.com,57,22
maturitymodel.security.aws.dev,41,16
tmc-ccoe.atlassian.net,29,3
Bing,15,8
DuckDuckGo,13,5
statics.teams.cdn.office.net,11,7
itwiki.atlassian.teliacompany.net,11,2
docs.aws.amazon.com,9,1
