time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-30 00:00:00+00:00,4,4,39,18
2022-07-31 00:00:00+00:00,4,4,66,23
2022-08-01 00:00:00+00:00,4,4,253,89
2022-08-02 00:00:00+00:00,4,4,161,69
2022-08-03 00:00:00+00:00,6,5,135,50
2022-08-04 00:00:00+00:00,3,3,220,88
2022-08-05 00:00:00+00:00,4,4,111,50
2022-08-06 00:00:00+00:00,6,5,39,15
2022-08-07 00:00:00+00:00,4,4,45,22
2022-08-08 00:00:00+00:00,5,5,167,62
2022-08-09 00:00:00+00:00,5,5,136,43
2022-08-10 00:00:00+00:00,4,4,82,38
2022-08-11 00:00:00+00:00,3,3,61,31
2022-08-12 00:00:00+00:00,3,3,104,43
