time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-18 00:00:00+00:00,6,5,42,12
2023-06-19 00:00:00+00:00,7,6,148,57
2023-06-20 00:00:00+00:00,6,5,174,79
2023-06-21 00:00:00+00:00,4,4,248,92
2023-06-22 00:00:00+00:00,12,8,270,102
2023-06-23 00:00:00+00:00,10,7,220,72
2023-06-24 00:00:00+00:00,5,4,15,8
2023-06-25 00:00:00+00:00,5,4,81,15
2023-06-26 00:00:00+00:00,9,7,252,84
2023-06-27 00:00:00+00:00,5,5,159,59
2023-06-28 00:00:00+00:00,5,4,302,91
2023-06-29 00:00:00+00:00,7,6,138,57
2023-06-30 00:00:00+00:00,7,6,156,42
2023-07-01 00:00:00+00:00,3,3,72,8
