time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-21 00:00:00+00:00,5,4,265,76
2023-07-22 00:00:00+00:00,9,8,162,28
2023-07-23 00:00:00+00:00,6,5,22,11
2023-07-24 00:00:00+00:00,7,6,453,85
2023-07-25 00:00:00+00:00,5,4,332,54
2023-07-26 00:00:00+00:00,6,5,278,61
2023-07-27 00:00:00+00:00,7,6,272,60
2023-07-28 00:00:00+00:00,10,7,264,57
2023-07-29 00:00:00+00:00,6,5,62,13
2023-07-30 00:00:00+00:00,6,5,39,8
2023-07-31 00:00:00+00:00,9,8,444,75
2023-08-01 00:00:00+00:00,7,6,399,79
2023-08-02 00:00:00+00:00,6,5,508,62
2023-08-03 00:00:00+00:00,2,2,420,63
