referrer,views_total,views_unique
Google,260,129
maturitymodel.security.aws.dev,52,24
github.com,39,15
aws.amazon.com,36,17
docs.aws.amazon.com,32,2
d1.awsstatic.com,18,2
statics.teams.cdn.office.net,16,8
tmc-ccoe.atlassian.net,6,1
wiki.aws.partnersgroup.net,5,1
app.nuclino.com,4,1
