referrer,views_total,views_unique
Google,136,73
aws.amazon.com,62,10
github.com,52,22
statics.teams.cdn.office.net,32,15
maturitymodel.security.aws.dev,21,9
Bing,15,6
tmc-ccoe.atlassian.net,12,6
beta.maturitymodel.security.aws.dev,7,2
aurion.atlassian.net,6,4
chatgpt.com,5,5
