time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-25 00:00:00+00:00,9,8,1020,232
2023-09-26 00:00:00+00:00,7,6,489,111
2023-09-27 00:00:00+00:00,10,8,450,153
2023-09-28 00:00:00+00:00,6,5,1125,284
2023-09-29 00:00:00+00:00,8,7,478,151
2023-09-30 00:00:00+00:00,3,3,136,55
2023-10-01 00:00:00+00:00,4,4,164,45
2023-10-02 00:00:00+00:00,8,7,421,108
2023-10-03 00:00:00+00:00,8,7,318,102
2023-10-04 00:00:00+00:00,6,5,301,92
2023-10-05 00:00:00+00:00,6,5,366,100
2023-10-06 00:00:00+00:00,7,5,340,84
2023-10-07 00:00:00+00:00,6,5,60,14
2023-10-08 00:00:00+00:00,2,2,88,18
