time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-30 00:00:00+00:00,17,10,105,37
2025-12-31 00:00:00+00:00,11,8,31,18
2026-01-01 00:00:00+00:00,10,6,44,16
2026-01-02 00:00:00+00:00,8,4,89,29
2026-01-03 00:00:00+00:00,12,8,70,20
2026-01-04 00:00:00+00:00,9,6,54,24
2026-01-05 00:00:00+00:00,15,9,177,71
2026-01-06 00:00:00+00:00,10,7,70,37
2026-01-07 00:00:00+00:00,12,8,136,59
2026-01-08 00:00:00+00:00,9,5,208,53
2026-01-09 00:00:00+00:00,8,4,105,43
2026-01-10 00:00:00+00:00,14,7,63,18
2026-01-11 00:00:00+00:00,8,4,68,22
2026-01-12 00:00:00+00:00,16,12,106,63
