referrer,views_total,views_unique
Google,369,124
github.com,90,18
Bing,54,7
maturitymodel.security.aws.dev,53,13
aws.amazon.com,52,15
statics.teams.cdn.office.net,49,13
DuckDuckGo,24,3
tasks.office.com,15,3
cn.bing.com,14,1
teams.microsoft.com.mcas.ms,11,1
