referrer,views_total,views_unique
Google,123,60
linkedin.com,30,3
statics.teams.cdn.office.net,26,14
github.com,21,12
maturitymodel.security.aws.dev,21,9
aws.amazon.com,18,10
missioncontrol-jira.apple.com,11,5
perplexity.ai,9,2
search.brave.com,9,2
health.console.aws.amazon.com,5,5
