time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-01 00:00:00+00:00,4,4,174,74
2022-12-02 00:00:00+00:00,4,4,87,40
2022-12-03 00:00:00+00:00,3,3,22,9
2022-12-04 00:00:00+00:00,3,3,26,10
2022-12-05 00:00:00+00:00,4,4,152,54
2022-12-06 00:00:00+00:00,7,5,115,60
2022-12-07 00:00:00+00:00,7,5,81,39
2022-12-08 00:00:00+00:00,4,4,95,32
2022-12-09 00:00:00+00:00,3,3,72,27
2022-12-10 00:00:00+00:00,3,3,26,13
2022-12-11 00:00:00+00:00,3,3,25,8
2022-12-12 00:00:00+00:00,4,4,109,33
2022-12-13 00:00:00+00:00,4,4,76,29
2022-12-14 00:00:00+00:00,2,2,120,42
