time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-03 00:00:00+00:00,10,8,51,15
2023-06-04 00:00:00+00:00,5,4,31,15
2023-06-05 00:00:00+00:00,8,7,179,54
2023-06-06 00:00:00+00:00,6,5,177,71
2023-06-07 00:00:00+00:00,7,5,184,64
2023-06-08 00:00:00+00:00,7,6,253,91
2023-06-09 00:00:00+00:00,7,6,161,52
2023-06-10 00:00:00+00:00,8,6,18,10
2023-06-11 00:00:00+00:00,6,5,27,6
2023-06-12 00:00:00+00:00,7,6,137,62
2023-06-13 00:00:00+00:00,6,5,225,89
2023-06-14 00:00:00+00:00,7,6,238,100
2023-06-15 00:00:00+00:00,8,6,155,65
2023-06-16 00:00:00+00:00,2,2,155,44
