time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-07 00:00:00+00:00,24,10,136,21
2026-06-08 00:00:00+00:00,18,8,114,51
2026-06-09 00:00:00+00:00,28,12,75,35
2026-06-10 00:00:00+00:00,32,16,74,37
2026-06-11 00:00:00+00:00,23,12,67,30
2026-06-12 00:00:00+00:00,27,14,112,38
2026-06-13 00:00:00+00:00,42,15,44,13
2026-06-14 00:00:00+00:00,45,16,39,10
2026-06-15 00:00:00+00:00,18,9,123,50
2026-06-16 00:00:00+00:00,44,15,152,40
2026-06-17 00:00:00+00:00,36,24,67,37
2026-06-18 00:00:00+00:00,49,23,109,36
2026-06-19 00:00:00+00:00,42,12,73,31
2026-06-20 00:00:00+00:00,50,16,36,11
