referrer,views_total,views_unique
Google,266,73
statics.teams.cdn.office.net,97,28
github.com,84,19
maturitymodel.security.aws.dev,69,22
aws.amazon.com,41,11
tmc-ccoe.atlassian.net,32,2
Bing,19,8
visawiki.trusted.visa.com,8,2
docs.aws.amazon.com,8,1
mail.google.com,7,3
