time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-26 00:00:00+00:00,5,5,120,63
2025-11-27 00:00:00+00:00,5,5,148,46
2025-11-28 00:00:00+00:00,4,4,140,40
2025-11-29 00:00:00+00:00,8,7,75,20
2025-11-30 00:00:00+00:00,6,6,50,28
2025-12-01 00:00:00+00:00,40,14,213,65
2025-12-02 00:00:00+00:00,47,13,86,52
2025-12-03 00:00:00+00:00,108,26,126,48
2025-12-04 00:00:00+00:00,10,6,163,66
2025-12-05 00:00:00+00:00,12,8,183,55
2025-12-06 00:00:00+00:00,5,5,38,22
2025-12-07 00:00:00+00:00,11,6,42,22
2025-12-08 00:00:00+00:00,14,10,231,76
2025-12-09 00:00:00+00:00,10,7,176,75
