referrer,views_total,views_unique
Google,191,83
github.com,57,26
statics.teams.cdn.office.net,35,13
maturitymodel.security.aws.dev,35,12
aws.amazon.com,21,8
chatgpt.com,15,6
DuckDuckGo,13,4
gemini.google.com,10,2
cloudseclist.com,7,1
youtube.com,6,2
