time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-05 00:00:00+00:00,29,15,72,12
2026-07-06 00:00:00+00:00,22,13,63,28
2026-07-07 00:00:00+00:00,18,8,52,27
2026-07-08 00:00:00+00:00,51,23,44,28
2026-07-09 00:00:00+00:00,23,10,95,46
2026-07-10 00:00:00+00:00,26,11,37,16
2026-07-11 00:00:00+00:00,17,8,72,22
2026-07-12 00:00:00+00:00,15,10,64,22
2026-07-13 00:00:00+00:00,16,11,165,34
2026-07-14 00:00:00+00:00,22,12,62,26
2026-07-15 00:00:00+00:00,21,11,79,40
2026-07-16 00:00:00+00:00,10,6,49,26
2026-07-17 00:00:00+00:00,11,7,78,30
2026-07-18 00:00:00+00:00,30,12,69,15
