referrer,views_total,views_unique
Google,289,108
aws.amazon.com,87,21
github.com,66,22
maturitymodel.security.aws.dev,35,13
statics.teams.cdn.office.net,33,11
tmc-ccoe.atlassian.net,22,1
cyberhunter.atlassian.net,15,1
amazon.webex.com,13,8
Bing,12,8
DuckDuckGo,11,3
