referrer,views_total,views_unique
Google,209,66
github.com,35,14
youtube.com,23,1
maturitymodel.security.aws.dev,13,6
Bing,13,5
aws.amazon.com,12,7
statics.teams.cdn.office.net,11,4
thehackernews.com,9,1
community.aws,8,1
awsvirtual.webex.com,4,1
