time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-09 00:00:00+00:00,4,4,237,19
2023-12-10 00:00:00+00:00,3,3,144,20
2023-12-11 00:00:00+00:00,4,4,295,80
2023-12-12 00:00:00+00:00,5,5,321,84
2023-12-13 00:00:00+00:00,3,3,366,78
2023-12-14 00:00:00+00:00,3,3,305,72
2023-12-15 00:00:00+00:00,3,3,189,46
2023-12-16 00:00:00+00:00,3,3,168,18
2023-12-17 00:00:00+00:00,3,3,895,26
2023-12-18 00:00:00+00:00,5,5,324,86
2023-12-19 00:00:00+00:00,4,4,659,74
2023-12-20 00:00:00+00:00,5,5,372,72
2023-12-21 00:00:00+00:00,2,2,257,62
2023-12-22 00:00:00+00:00,4,4,132,42
