time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-17 00:00:00+00:00,2,2,687,104
2024-09-18 00:00:00+00:00,5,3,717,118
2024-09-19 00:00:00+00:00,1,1,2007,105
2024-09-20 00:00:00+00:00,3,3,1924,84
2024-09-21 00:00:00+00:00,2,2,1907,25
2024-09-22 00:00:00+00:00,3,3,3183,25
2024-09-23 00:00:00+00:00,3,3,1338,79
2024-09-24 00:00:00+00:00,2,2,676,124
2024-09-25 00:00:00+00:00,1,1,1040,107
2024-09-26 00:00:00+00:00,5,3,329,103
2024-09-27 00:00:00+00:00,6,3,250,81
2024-09-28 00:00:00+00:00,4,4,650,23
2024-09-29 00:00:00+00:00,1,1,1344,31
2024-09-30 00:00:00+00:00,2,2,500,77
