time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-22 00:00:00+00:00,4,3,1753,99
2024-07-23 00:00:00+00:00,3,3,1687,106
2024-07-24 00:00:00+00:00,1,1,1692,115
2024-07-25 00:00:00+00:00,2,2,427,90
2024-07-26 00:00:00+00:00,2,2,248,72
2024-07-27 00:00:00+00:00,1,1,2066,18
2024-07-28 00:00:00+00:00,4,2,2036,19
2024-07-29 00:00:00+00:00,6,5,449,73
2024-07-30 00:00:00+00:00,4,4,487,87
2024-07-31 00:00:00+00:00,1,1,546,92
2024-08-01 00:00:00+00:00,6,4,333,85
2024-08-02 00:00:00+00:00,6,5,295,70
2024-08-03 00:00:00+00:00,3,2,1550,24
2024-08-04 00:00:00+00:00,5,4,2441,20
