referrer,views_total,views_unique
Google,50,36
github.com,46,18
aws.amazon.com,25,12
maturitymodel.security.aws.dev,22,11
DuckDuckGo,13,1
teams.public.onecdn.static.microsoft,12,8
ap-southeast-1.prod.rp.indra.gss.aws.dev,10,1
youtube.com,8,1
Bing,7,4
docs.aws.amazon.com,7,3
