referrer,views_total,views_unique
Google,245,120
maturitymodel.security.aws.dev,59,24
github.com,56,23
aws.amazon.com,32,12
docs.aws.amazon.com,32,2
statics.teams.cdn.office.net,25,14
d1.awsstatic.com,10,1
tmc-ccoe.atlassian.net,6,1
wiki.aws.partnersgroup.net,5,1
health.aws.amazon.com,4,2
