time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-11 00:00:00+00:00,4,4,185,63
2023-04-12 00:00:00+00:00,4,4,126,60
2023-04-13 00:00:00+00:00,3,3,179,70
2023-04-14 00:00:00+00:00,3,3,191,56
2023-04-15 00:00:00+00:00,3,3,23,12
2023-04-16 00:00:00+00:00,4,4,25,18
2023-04-17 00:00:00+00:00,4,4,173,69
2023-04-18 00:00:00+00:00,6,5,153,81
2023-04-19 00:00:00+00:00,5,4,212,79
2023-04-20 00:00:00+00:00,5,4,201,81
2023-04-21 00:00:00+00:00,5,4,143,55
2023-04-22 00:00:00+00:00,5,4,30,14
2023-04-23 00:00:00+00:00,6,5,76,21
2023-04-24 00:00:00+00:00,3,3,159,53
