time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-10 00:00:00+00:00,3,3,324,75
2025-02-11 00:00:00+00:00,8,5,233,78
2025-02-12 00:00:00+00:00,7,5,220,119
2025-02-13 00:00:00+00:00,7,5,379,88
2025-02-14 00:00:00+00:00,8,5,188,75
2025-02-15 00:00:00+00:00,6,4,402,40
2025-02-16 00:00:00+00:00,3,3,1108,19
2025-02-17 00:00:00+00:00,6,5,469,83
2025-02-18 00:00:00+00:00,4,4,262,78
2025-02-19 00:00:00+00:00,7,3,213,77
2025-02-20 00:00:00+00:00,6,5,425,133
2025-02-21 00:00:00+00:00,7,5,160,78
2025-02-22 00:00:00+00:00,7,5,689,24
2025-02-23 00:00:00+00:00,2,2,523,20
