time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-14 00:00:00+00:00,3,3,305,72
2023-12-15 00:00:00+00:00,3,3,189,46
2023-12-16 00:00:00+00:00,3,3,168,18
2023-12-17 00:00:00+00:00,3,3,895,26
2023-12-18 00:00:00+00:00,5,5,324,86
2023-12-19 00:00:00+00:00,4,4,659,74
2023-12-20 00:00:00+00:00,5,5,372,72
2023-12-21 00:00:00+00:00,2,2,257,62
2023-12-22 00:00:00+00:00,5,5,138,45
2023-12-23 00:00:00+00:00,3,3,322,20
2023-12-24 00:00:00+00:00,3,3,221,12
2023-12-25 00:00:00+00:00,5,5,29,15
2023-12-26 00:00:00+00:00,3,3,250,29
2023-12-27 00:00:00+00:00,3,3,180,33
