time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-21 00:00:00+00:00,21,5,84,22
2025-06-22 00:00:00+00:00,15,6,94,21
2025-06-23 00:00:00+00:00,14,8,299,106
2025-06-24 00:00:00+00:00,9,3,151,75
2025-06-25 00:00:00+00:00,12,5,326,126
2025-06-26 00:00:00+00:00,13,7,202,76
2025-06-27 00:00:00+00:00,13,7,180,72
2025-06-28 00:00:00+00:00,13,7,131,21
2025-06-29 00:00:00+00:00,13,7,90,27
2025-06-30 00:00:00+00:00,15,9,184,77
2025-07-01 00:00:00+00:00,16,10,233,84
2025-07-02 00:00:00+00:00,16,10,197,75
2025-07-03 00:00:00+00:00,14,8,283,102
2025-07-04 00:00:00+00:00,4,4,98,48
