time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-08 00:00:00+00:00,6,5,176,65
2025-09-09 00:00:00+00:00,9,9,152,42
2025-09-10 00:00:00+00:00,5,5,107,54
2025-09-11 00:00:00+00:00,9,9,163,60
2025-09-12 00:00:00+00:00,9,9,158,48
2025-09-13 00:00:00+00:00,7,6,192,16
2025-09-14 00:00:00+00:00,9,9,143,20
2025-09-15 00:00:00+00:00,8,7,166,54
2025-09-16 00:00:00+00:00,10,7,86,45
2025-09-17 00:00:00+00:00,13,9,154,60
2025-09-18 00:00:00+00:00,7,7,180,54
2025-09-19 00:00:00+00:00,12,10,82,34
2025-09-20 00:00:00+00:00,8,8,92,18
2025-09-21 00:00:00+00:00,4,4,89,20
