time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-21 00:00:00+00:00,5,4,143,55
2023-04-22 00:00:00+00:00,5,4,30,14
2023-04-23 00:00:00+00:00,6,5,76,21
2023-04-24 00:00:00+00:00,6,5,163,57
2023-04-25 00:00:00+00:00,13,6,171,69
2023-04-26 00:00:00+00:00,7,6,147,73
2023-04-27 00:00:00+00:00,11,7,196,82
2023-04-28 00:00:00+00:00,5,4,80,48
2023-04-29 00:00:00+00:00,6,5,39,17
2023-04-30 00:00:00+00:00,6,5,28,12
2023-05-01 00:00:00+00:00,6,5,144,49
2023-05-02 00:00:00+00:00,5,4,149,74
2023-05-03 00:00:00+00:00,5,4,173,75
2023-05-04 00:00:00+00:00,2,2,175,62
