time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-19 00:00:00+00:00,5,5,354,40
2023-11-20 00:00:00+00:00,8,8,292,65
2023-11-21 00:00:00+00:00,4,4,465,96
2023-11-22 00:00:00+00:00,3,3,277,88
2023-11-23 00:00:00+00:00,3,3,344,76
2023-11-24 00:00:00+00:00,5,5,232,56
2023-11-25 00:00:00+00:00,5,5,39,19
2023-11-26 00:00:00+00:00,4,4,240,23
2023-11-27 00:00:00+00:00,6,6,290,88
2023-11-28 00:00:00+00:00,3,3,292,72
2023-11-29 00:00:00+00:00,7,7,431,74
2023-11-30 00:00:00+00:00,3,3,308,60
2023-12-01 00:00:00+00:00,4,4,190,60
2023-12-02 00:00:00+00:00,2,2,170,17
