referrer,views_total,views_unique
Google,384,134
maturitymodel.security.aws.dev,296,23
statics.teams.cdn.office.net,115,14
aws.amazon.com,87,17
github.com,83,31
thehackernews.com,35,12
event.on24.com,11,6
youtube.com,9,1
docs.aws.amazon.com,8,2
l.facebook.com,8,1
