referrer,views_total,views_unique
Google,152,77
maturitymodel.security.aws.dev,44,15
github.com,40,23
app.gotowebinar.com,17,9
pages.awscloud.com,13,3
statics.teams.cdn.office.net,10,6
tmc-ccoe.atlassian.net,10,3
wiki.kbobjects.com,6,3
DuckDuckGo,5,5
foreflight.atlassian.net,4,2
