referrer,views_total,views_unique
Google,271,96
aws.amazon.com,76,15
maturitymodel.security.aws.dev,61,18
github.com,47,13
statics.teams.cdn.office.net,23,12
Bing,21,5
conf.s.cec.eu.int,10,1
wiki.corp.rapid7.com,7,2
mail.google.com,6,1
search.brave.com,5,1
