referrer,views_total,views_unique
Google,284,117
github.com,49,15
aws.amazon.com,30,13
maturitymodel.security.aws.dev,25,15
statics.teams.cdn.office.net,14,7
tmc-ccoe.atlassian.net,13,3
Bing,10,5
docs.aws.amazon.com,10,2
mail.google.com,8,2
itwiki.atlassian.teliacompany.net,6,2
