referrer,views_total,views_unique
Google,562,129
github.com,42,13
statics.teams.cdn.office.net,40,11
maturitymodel.security.aws.dev,35,14
t.co,28,10
docs.aws.amazon.com,28,2
aws.amazon.com,26,9
Bing,22,9
mail.google.com,22,4
cloudseclist.com,15,5
