referrer,views_total,views_unique
Google,509,116
t.co,88,40
github.com,45,14
maturitymodel.security.aws.dev,38,15
statics.teams.cdn.office.net,38,10
aws.amazon.com,31,10
cloudseclist.com,23,7
Bing,22,9
mail.google.com,16,5
pages.awscloud.com,12,3
