time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-09 00:00:00+00:00,36,12,76,43
2026-04-10 00:00:00+00:00,32,15,131,52
2026-04-11 00:00:00+00:00,56,19,46,16
2026-04-12 00:00:00+00:00,32,12,51,17
2026-04-13 00:00:00+00:00,20,10,106,41
2026-04-14 00:00:00+00:00,29,10,106,53
2026-04-15 00:00:00+00:00,45,16,86,48
2026-04-16 00:00:00+00:00,30,13,102,54
2026-04-17 00:00:00+00:00,37,11,85,49
2026-04-18 00:00:00+00:00,23,10,78,21
2026-04-19 00:00:00+00:00,21,11,45,16
2026-04-20 00:00:00+00:00,75,33,89,43
2026-04-21 00:00:00+00:00,57,25,94,42
2026-04-22 00:00:00+00:00,88,29,106,55
