referrer,views_total,views_unique
Google,58,42
github.com,49,30
linkedin.com,30,1
statics.teams.cdn.office.net,10,6
docs.aws.amazon.com,9,2
maturitymodel.security.aws.dev,9,2
youtube.com,7,1
Bing,5,4
aws.amazon.com,5,4
health.console.aws.amazon.com,3,2
