time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-31 00:00:00+00:00,10,6,493,96
2024-06-01 00:00:00+00:00,4,4,575,53
2024-06-02 00:00:00+00:00,4,4,696,38
2024-06-03 00:00:00+00:00,9,6,367,90
2024-06-04 00:00:00+00:00,8,4,498,97
2024-06-05 00:00:00+00:00,10,6,410,90
2024-06-06 00:00:00+00:00,18,12,697,120
2024-06-07 00:00:00+00:00,14,9,345,72
2024-06-08 00:00:00+00:00,5,4,510,15
2024-06-09 00:00:00+00:00,8,5,1163,35
2024-06-10 00:00:00+00:00,8,5,453,94
2024-06-11 00:00:00+00:00,3,3,550,111
2024-06-12 00:00:00+00:00,3,3,415,98
2024-06-13 00:00:00+00:00,7,4,468,108
