referrer,views_total,views_unique
Google,242,126
github.com,57,22
aws.amazon.com,39,15
maturitymodel.security.aws.dev,37,12
DuckDuckGo,16,7
statics.teams.cdn.office.net,11,4
confluence.alm.corp.hmrc.gov.uk,8,1
pages.awscloud.com,7,2
confluence.schwab.com,7,1
quip-amazon.com,3,2
