time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-29 00:00:00+00:00,6,5,449,73
2024-07-30 00:00:00+00:00,4,4,487,87
2024-07-31 00:00:00+00:00,1,1,546,92
2024-08-01 00:00:00+00:00,6,4,333,85
2024-08-02 00:00:00+00:00,6,5,295,70
2024-08-03 00:00:00+00:00,3,2,1550,24
2024-08-04 00:00:00+00:00,5,4,2653,26
2024-08-05 00:00:00+00:00,8,6,467,103
2024-08-06 00:00:00+00:00,6,5,350,81
2024-08-07 00:00:00+00:00,3,3,597,74
2024-08-08 00:00:00+00:00,2,2,339,83
2024-08-09 00:00:00+00:00,2,2,360,68
2024-08-10 00:00:00+00:00,5,2,853,21
2024-08-11 00:00:00+00:00,2,2,938,16
