time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-09 00:00:00+00:00,3,3,1174,99
2024-09-10 00:00:00+00:00,5,5,751,96
2024-09-11 00:00:00+00:00,2,2,456,87
2024-09-12 00:00:00+00:00,2,2,299,81
2024-09-13 00:00:00+00:00,2,2,2122,71
2024-09-14 00:00:00+00:00,1,1,2189,17
2024-09-15 00:00:00+00:00,5,4,2992,17
2024-09-16 00:00:00+00:00,4,3,2212,95
2024-09-17 00:00:00+00:00,2,2,687,104
2024-09-18 00:00:00+00:00,5,3,717,118
2024-09-19 00:00:00+00:00,1,1,2007,105
2024-09-20 00:00:00+00:00,3,3,1924,84
2024-09-21 00:00:00+00:00,2,2,1907,25
2024-09-22 00:00:00+00:00,3,3,3171,22
