time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-09 00:00:00+00:00,3,3,633,108
2024-02-10 00:00:00+00:00,4,4,327,34
2024-02-11 00:00:00+00:00,3,3,123,31
2024-02-12 00:00:00+00:00,6,6,295,75
2024-02-13 00:00:00+00:00,4,4,513,101
2024-02-14 00:00:00+00:00,3,3,507,102
2024-02-15 00:00:00+00:00,4,4,1358,97
2024-02-16 00:00:00+00:00,6,5,442,94
2024-02-17 00:00:00+00:00,4,4,203,28
2024-02-18 00:00:00+00:00,3,3,207,32
2024-02-19 00:00:00+00:00,5,5,793,196
2024-02-20 00:00:00+00:00,4,4,1074,267
2024-02-21 00:00:00+00:00,4,4,781,176
2024-02-22 00:00:00+00:00,3,3,1417,357
