time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-26 00:00:00+00:00,3,3,42,30
2022-12-27 00:00:00+00:00,5,5,175,49
2022-12-28 00:00:00+00:00,3,3,117,47
2022-12-29 00:00:00+00:00,3,3,147,53
2022-12-30 00:00:00+00:00,4,4,91,43
2022-12-31 00:00:00+00:00,3,3,26,10
2023-01-01 00:00:00+00:00,3,3,27,10
2023-01-02 00:00:00+00:00,3,3,113,40
2023-01-03 00:00:00+00:00,9,7,277,105
2023-01-04 00:00:00+00:00,5,5,290,124
2023-01-05 00:00:00+00:00,6,5,283,118
2023-01-06 00:00:00+00:00,7,6,217,77
2023-01-07 00:00:00+00:00,4,4,52,24
2023-01-08 00:00:00+00:00,4,4,48,20
