time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-25 00:00:00+00:00,7,7,122,51
2022-10-26 00:00:00+00:00,3,3,173,98
2022-10-27 00:00:00+00:00,4,4,147,59
2022-10-28 00:00:00+00:00,5,5,76,27
2022-10-29 00:00:00+00:00,3,3,31,13
2022-10-30 00:00:00+00:00,3,3,21,9
2022-10-31 00:00:00+00:00,3,3,80,38
2022-11-01 00:00:00+00:00,5,5,102,46
2022-11-02 00:00:00+00:00,6,6,113,46
2022-11-03 00:00:00+00:00,5,5,107,39
2022-11-04 00:00:00+00:00,3,3,80,44
2022-11-05 00:00:00+00:00,3,3,11,5
2022-11-06 00:00:00+00:00,3,3,12,7
2022-11-07 00:00:00+00:00,5,5,144,50
