referrer,views_total,views_unique
Google,190,78
statics.teams.cdn.office.net,41,17
github.com,40,17
maturitymodel.security.aws.dev,28,9
docs.aws.amazon.com,13,5
linkedin.com,7,1
amazon.webex.com,5,4
pages.awscloud.com,5,4
Bing,5,2
app.gotowebinar.com,4,2
