time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-31 00:00:00+00:00,4,4,490,111
2023-11-01 00:00:00+00:00,4,4,347,83
2023-11-02 00:00:00+00:00,3,3,364,66
2023-11-03 00:00:00+00:00,4,4,174,58
2023-11-04 00:00:00+00:00,5,5,78,17
2023-11-05 00:00:00+00:00,5,5,59,25
2023-11-06 00:00:00+00:00,7,7,401,76
2023-11-07 00:00:00+00:00,4,4,332,85
2023-11-08 00:00:00+00:00,4,4,909,131
2023-11-09 00:00:00+00:00,5,5,466,90
2023-11-10 00:00:00+00:00,4,4,286,51
2023-11-11 00:00:00+00:00,6,6,42,13
2023-11-12 00:00:00+00:00,4,4,115,30
2023-11-13 00:00:00+00:00,3,3,286,60
