time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-18 00:00:00+00:00,4,4,365,32
2024-05-19 00:00:00+00:00,8,8,443,16
2024-05-20 00:00:00+00:00,9,5,226,54
2024-05-21 00:00:00+00:00,10,6,439,93
2024-05-22 00:00:00+00:00,14,8,311,84
2024-05-23 00:00:00+00:00,5,5,378,94
2024-05-24 00:00:00+00:00,10,6,227,69
2024-05-25 00:00:00+00:00,4,4,823,14
2024-05-26 00:00:00+00:00,4,4,593,26
2024-05-27 00:00:00+00:00,8,5,275,68
2024-05-28 00:00:00+00:00,5,5,834,114
2024-05-29 00:00:00+00:00,11,7,595,87
2024-05-30 00:00:00+00:00,4,4,465,95
2024-05-31 00:00:00+00:00,4,3,483,91
