referrer,views_total,views_unique
github.com,76,18
Google,60,34
maturitymodel.security.aws.dev,37,16
email.awscloud.com,7,5
Bing,4,3
confluence.tyro.com,4,2
pages.awscloud.com,3,2
confluence.vitesco.io,3,1
mail.google.com,3,1
wiki.kbobjects.com,2,2
