time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-05 00:00:00+00:00,8,6,467,103
2024-08-06 00:00:00+00:00,6,5,350,81
2024-08-07 00:00:00+00:00,3,3,597,74
2024-08-08 00:00:00+00:00,2,2,339,83
2024-08-09 00:00:00+00:00,2,2,360,68
2024-08-10 00:00:00+00:00,5,2,853,21
2024-08-11 00:00:00+00:00,4,3,938,16
2024-08-12 00:00:00+00:00,3,2,558,96
2024-08-13 00:00:00+00:00,5,4,308,85
2024-08-14 00:00:00+00:00,1,1,457,99
2024-08-15 00:00:00+00:00,1,1,349,80
2024-08-16 00:00:00+00:00,7,5,583,73
2024-08-17 00:00:00+00:00,5,4,869,24
2024-08-18 00:00:00+00:00,2,2,358,15
