referrer,views_total,views_unique
Google,263,108
maturitymodel.security.aws.dev,77,27
aws.amazon.com,69,26
github.com,42,24
statics.teams.cdn.office.net,25,11
Bing,18,6
DuckDuckGo,13,7
quip-amazon.com,13,4
confluence.alm.corp.hmrc.gov.uk,9,4
youtube.com,9,2
