time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-08 00:00:00+00:00,15,9,61,11
2026-08-09 00:00:00+00:00,5,5,98,21
2026-08-10 00:00:00+00:00,5,5,137,40
2026-08-11 00:00:00+00:00,9,6,154,46
2026-08-12 00:00:00+00:00,6,5,103,41
2026-08-13 00:00:00+00:00,24,14,152,57
2026-08-14 00:00:00+00:00,8,8,168,38
2026-08-15 00:00:00+00:00,9,9,112,18
2026-08-16 00:00:00+00:00,18,10,257,13
2026-08-17 00:00:00+00:00,16,11,213,34
2026-08-18 00:00:00+00:00,17,13,218,41
2026-08-19 00:00:00+00:00,6,6,174,44
2026-08-20 00:00:00+00:00,25,23,765,53
2026-08-21 00:00:00+00:00,16,11,174,32
