time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-28 00:00:00+00:00,6,5,40,20
2023-05-29 00:00:00+00:00,6,5,109,42
2023-05-30 00:00:00+00:00,8,6,228,71
2023-05-31 00:00:00+00:00,9,7,159,58
2023-06-01 00:00:00+00:00,8,6,220,64
2023-06-02 00:00:00+00:00,10,7,144,51
2023-06-03 00:00:00+00:00,10,8,51,15
2023-06-04 00:00:00+00:00,5,4,31,15
2023-06-05 00:00:00+00:00,8,7,179,54
2023-06-06 00:00:00+00:00,6,5,177,71
2023-06-07 00:00:00+00:00,7,5,184,64
2023-06-08 00:00:00+00:00,7,6,253,91
2023-06-09 00:00:00+00:00,7,6,161,52
2023-06-10 00:00:00+00:00,5,4,18,10
