time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-20 00:00:00+00:00,9,8,39,17
2023-08-21 00:00:00+00:00,7,6,308,83
2023-08-22 00:00:00+00:00,7,6,429,68
2023-08-23 00:00:00+00:00,8,7,355,67
2023-08-24 00:00:00+00:00,6,5,347,83
2023-08-25 00:00:00+00:00,7,6,294,46
2023-08-26 00:00:00+00:00,6,5,88,16
2023-08-27 00:00:00+00:00,10,8,58,20
2023-08-28 00:00:00+00:00,9,8,337,62
2023-08-29 00:00:00+00:00,8,7,325,61
2023-08-30 00:00:00+00:00,5,4,459,88
2023-08-31 00:00:00+00:00,8,6,367,67
2023-09-01 00:00:00+00:00,5,4,229,43
2023-09-02 00:00:00+00:00,2,2,29,7
