time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-15 00:00:00+00:00,2,2,542,33
2024-06-16 00:00:00+00:00,5,3,976,28
2024-06-17 00:00:00+00:00,4,4,444,106
2024-06-18 00:00:00+00:00,9,5,420,97
2024-06-19 00:00:00+00:00,4,4,667,137
2024-06-20 00:00:00+00:00,11,7,397,106
2024-06-21 00:00:00+00:00,3,3,317,72
2024-06-22 00:00:00+00:00,3,3,510,21
2024-06-23 00:00:00+00:00,5,3,126,29
2024-06-24 00:00:00+00:00,5,3,468,93
2024-06-25 00:00:00+00:00,3,3,836,185
2024-06-26 00:00:00+00:00,3,3,1477,361
2024-06-27 00:00:00+00:00,3,3,763,173
2024-06-28 00:00:00+00:00,3,3,683,109
