referrer,views_total,views_unique
Google,229,69
github.com,39,14
youtube.com,23,1
maturitymodel.security.aws.dev,13,6
Bing,13,5
statics.teams.cdn.office.net,11,4
aws.amazon.com,10,6
thehackernews.com,9,1
community.aws,8,1
awsvirtual.webex.com,4,1
